imie,wystapienia_pierwsze,wystapienia_drugie,pochodzenie,opis_html
Pabaj,2,0,,
Diellëza,2,0,,
Thị Phương Mai,2,0,,
Alamelu,2,0,,
Alisar,2,0,,
Doyoung,2,0,,
Riyan,2,0,,
Gao,2,0,,
Lyubka,2,0,,
Akrivi,0,2,,
Mengchen,2,0,,
Bom,2,0,,"<b>Bom</b> – <a href=""https://pl.wikipedia.org/wiki/Drzewce_(%C5%BCeglarstwo)"" target=""_blank"" rel=""noopener noreferrer"">drzewce</a> ruchome w <a href=""https://pl.wikipedia.org/wiki/Omasztowanie"" target=""_blank"" rel=""noopener noreferrer"">omasztowaniu</a> żaglowej jednostki pływającej. Jest to pozioma belka zamocowana przegubowo jednym końcem (<a href=""https://pl.wikipedia.org/wiki/Pi%C4%99ta_(%C5%BCeglarstwo)"" target=""_blank"" rel=""noopener noreferrer"">piętą</a>) w <a href=""https://pl.wikipedia.org/wiki/Maszt"" target=""_blank"" rel=""noopener noreferrer"">maszcie</a> lub <a href=""https://pl.wikipedia.org/wiki/Sztag"" target=""_blank"" rel=""noopener noreferrer"">sztagu</a>. Jej drugi koniec zwany <a href=""https://pl.wikipedia.org/wiki/Nok_(%C5%BCeglarstwo)"" target=""_blank"" rel=""noopener noreferrer"">nokiem</a>, jest wolny. Do bomu mocowany jest dolny <a href=""https://pl.wikipedia.org/wiki/Lik"" target=""_blank"" rel=""noopener noreferrer"">lik</a> <a href=""https://pl.wikipedia.org/wiki/%C5%BBagiel"" target=""_blank"" rel=""noopener noreferrer"">żagla</a> przymasztowego w <a href=""https://pl.wikipedia.org/wiki/O%C5%BCaglowanie_sko%C5%9Bne"" target=""_blank"" rel=""noopener noreferrer"">ożaglowaniu skośnym</a> lub rzadziej <a href=""https://pl.wikipedia.org/wiki/Sztaksel"" target=""_blank"" rel=""noopener noreferrer"">sztaksla</a>. Zadaniem bomu jest nadanie odpowiedniego kształtu żaglowi oraz umożliwienie nim manewrowania poprzez <a href=""https://pl.wikipedia.org/wiki/Olinowanie_ruchome"" target=""_blank"" rel=""noopener noreferrer"">olinowanie ruchome</a>. Współcześnie bomy wykonywane są ze stopów aluminium, bądź w przypadku jachtów regatowych z włókna węglowego. Dawniej i rzadko w dzisiejszych czasach spotyka się bomy drewniane."
Micky,2,0,,
Jacklien,2,0,,
Nitisha,2,0,,
Paula-Mihaela,2,0,,
Vesniana,2,0,,
Pritika,2,0,,
Hanee,2,0,,
Leenoy,2,0,,
Maria Patricia,2,0,,
Chikako,2,0,,
Kiamilia,2,0,,
Yingyu,2,0,,
Mihaela-Denisa,2,0,,
Duyeon,2,0,,
Kosta,2,0,,"<b>Kosta</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_%C5%82aci%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">łac.</a> <i>costa</i>, l. mn. <i>costae</i>) – element <a href=""https://pl.wikipedia.org/wiki/Samiec"" target=""_blank"" rel=""noopener noreferrer"">samczych</a> narządów genitalnych u <a href=""https://pl.wikipedia.org/wiki/Motyle"" target=""_blank"" rel=""noopener noreferrer"">motyli</a>."
Toshie,2,0,,
Fantazja,0,2,,
Chanakan,2,0,,
Lahari,2,0,,
Jida,2,0,,
Aimi,2,0,,
Monika Joanna,0,2,,
Sristi,2,0,,
Rishita,2,0,,
Kim Hai,2,0,,
Gulshad,2,0,,
Lonka,0,2,,"<b>Jezioro Łąkie</b> <b>(Lonka)</b> – <a href=""https://pl.wikipedia.org/wiki/Jezioro"" target=""_blank"" rel=""noopener noreferrer"">jezioro</a> na <a href=""https://pl.wikipedia.org/wiki/Pojezierze_Kaszubskie"" target=""_blank"" rel=""noopener noreferrer"">Pojezierzu Kaszubskim</a>, położone na zachód od <a href=""https://pl.wikipedia.org/wiki/Miasto"" target=""_blank"" rel=""noopener noreferrer"">miasta</a> <a href=""https://pl.wikipedia.org/wiki/Skarszewy"" target=""_blank"" rel=""noopener noreferrer"">Skarszewy</a>, w <a href=""https://pl.wikipedia.org/wiki/Liniewo_(gmina)"" target=""_blank"" rel=""noopener noreferrer"">gminie Liniewo</a>, w <a href=""https://pl.wikipedia.org/wiki/Powiat_ko%C5%9Bcierski"" target=""_blank"" rel=""noopener noreferrer"">powiecie kościerskim</a> (<a href=""https://pl.wikipedia.org/wiki/Wojew%C3%B3dztwo_pomorskie"" target=""_blank"" rel=""noopener noreferrer"">województwo pomorskie</a>) na pograniczu <a href=""https://pl.wikipedia.org/wiki/Kaszuby"" target=""_blank"" rel=""noopener noreferrer"">kaszubsko</a>-<a href=""https://pl.wikipedia.org/wiki/Kociewie"" target=""_blank"" rel=""noopener noreferrer"">kociewskim</a>. W pobliżu północnego brzegu jeziora przebiega <a href=""https://pl.wikipedia.org/wiki/Droga_wojew%C3%B3dzka_nr_224"" target=""_blank"" rel=""noopener noreferrer"">droga wojewódzka nr 224</a>."
Nazanda,2,0,,
Celenia,2,0,,
Latif,0,2,,
Marije,0,2,,
Dampahala,2,0,,
Robbie,2,0,,"<b>Robbie</b> – imię męskie, osoby noszące to imię:"
Shivika,2,0,,
Pitchanan,2,0,,
Rodil,0,2,,
Inhrit,2,0,,
Coronado,0,2,,
Sahide,2,0,,
Motylda,0,2,,
Calinka,2,0,,
Afida,2,0,,
Chrislyn,2,0,,
Miedina,2,0,,
Ieda,2,0,,
Mani,2,0,,"<b>Mani</b>, znany także jako <b>Manes</b> i <b>Manicheusz</b> (ur. <a href=""https://pl.wikipedia.org/wiki/14_kwietnia"" target=""_blank"" rel=""noopener noreferrer"">14 kwietnia</a> <a href=""https://pl.wikipedia.org/wiki/216"" target=""_blank"" rel=""noopener noreferrer"">216</a> koło <a href=""https://pl.wikipedia.org/wiki/Seleucja_nad_Tygrysem"" target=""_blank"" rel=""noopener noreferrer"">Seleucji nad Tygrysem</a>, zm. ok. <a href=""https://pl.wikipedia.org/wiki/276"" target=""_blank"" rel=""noopener noreferrer"">276</a> r. w Gundiszapurze) – twórca <a href=""https://pl.wikipedia.org/wiki/Manicheizm"" target=""_blank"" rel=""noopener noreferrer"">manicheizmu</a>."
Tadesława,2,0,,
Roji,2,0,,
Ulziikhishig,2,0,,
Cesira,0,2,,
Gauher,2,0,,
Bindiya,2,0,,
Olguţa,2,0,,
Ajtana,0,2,,
Tsetseg,2,0,,
Dohyun,2,0,,
Omolegho,0,2,,
Leylah,2,0,,
Melecia,2,0,,
Oguljemal,2,0,,
Azer,2,0,,
Sanu Maya,2,0,,
Jozefine,2,0,,
Hafza,2,0,,
Zdisława,0,2,,
Ketanbhai,0,2,,
Hyldegarda,2,0,,
Mahwish,2,0,,
Hel,2,0,,Zobacz też:
Isobella,0,2,,
Shaindel,0,2,,
Chretien,0,2,,
Hadiqa,2,0,,
Marcelia,2,0,,
Kiryl,2,0,,
Edna Rocio,2,0,,
Jaśka,2,0,,
Ebrahim,0,2,,
Phillis,2,0,,
Yichun,2,0,,
Mercedez,2,0,wloskie,"10 listopada 1977 <a href=""https://pl.wikipedia.org/wiki/Corpus_Christi_(miasto)"" target=""_blank"" rel=""noopener noreferrer"">Corpus Christi</a>, <a href=""https://pl.wikipedia.org/wiki/Teksas"" target=""_blank"" rel=""noopener noreferrer"">Teksas</a>"
Suria,0,2,,Słowo <b>Suria</b> może dotyczyć:
Woldegebreal,0,2,,
Yaromira,2,0,,
Alwine,2,0,,
Elif Nur,2,0,,
Gurunath,0,2,,
Omega,0,2,,"<b>Omega</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_starogrecki"" target=""_blank"" rel=""noopener noreferrer"">st.gr.</a> <b>ὦ μέγα</b>, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_nowogrecki"" target=""_blank"" rel=""noopener noreferrer"">nw.gr.</a> <b>ωμέγα</b>, pisana <b>Ωω</b>) – dwudziesta czwarta, ostatnia <a href=""https://pl.wikipedia.org/wiki/Litera"" target=""_blank"" rel=""noopener noreferrer"">litera</a> współczesnego <a href=""https://pl.wikipedia.org/wiki/Alfabet_grecki"" target=""_blank"" rel=""noopener noreferrer"">alfabetu greckiego</a>. W dawnym <a href=""https://pl.wikipedia.org/wiki/Grecki_system_liczbowy"" target=""_blank"" rel=""noopener noreferrer"">greckim systemie liczbowym</a> oznaczała liczbę 800. Stosowano ją również w antycznej greckiej notacji muzycznej."
Ilan,2,0,,Osoby o nazwisku Ilan
Laura-Marie,2,0,,
Tasija,2,0,,
Benton,0,2,,W Wielkiej Brytanii:
Doroteia,2,0,,
Szimona,2,0,,
Mavi,2,0,,
Linhong,2,0,,
Oluwatomilola,2,0,,
Hashan,0,2,,
Georgiewa,0,2,,
Aryia,2,0,,
Almi̇la,2,0,,
Wana,2,0,,
Chebet,0,2,,
Daphny,2,0,,
Mizgin,0,2,,
Nichol,0,2,,
Pelagiia,2,0,,
Drashti,2,0,,
Kostenko,2,0,,
Rupina,2,0,,
Szejwa,2,0,,
Evandzhelina,2,0,,
Lyndah,0,2,,
Ntombifuthi,2,0,,
Lailia,2,0,,
Bisgaard,0,2,,
Thị Thìn,2,0,,
Basanta,2,0,,
Wilailak,2,0,,
Ramata,2,0,,
Thị Nhuần,2,0,,
Zenya,2,0,,
Alonushka,2,0,,
Naphat,2,0,,
Tomas,0,2,,
Vetuța,2,0,,
Luisita,2,0,,
Lieselota,2,0,,
Outi,2,0,,
Laongdao,2,0,,
Sufia,2,0,,
Nimas,2,0,,
Laura-Anna,2,0,,
Tsofit,2,0,,
Violla,2,0,,
Thị Thuý,2,0,,
Hulfiia,2,0,,
Iriada,2,0,,
Gricelda,0,2,,
Kiriakula,0,2,,
Seifeddin,0,2,,
Ilja,2,0,,"Zobacz też <a href=""https://pl.wikipedia.org/wiki/Ilia"" target=""_blank"" rel=""noopener noreferrer"">Ilia</a>"
Riona,2,0,,
Misalba,2,0,,
Jandry,2,0,,
Dajna,2,0,,
Vartika,2,0,,
Ritchelle,2,0,,
Iana-Maria,2,0,,
Nadzhyia,2,0,,
Meenaben,2,0,,
Yuranny,0,2,,
Strynadko,2,0,,
Iin,2,0,,
Mae Ann,2,0,,
Eydís,0,2,,
Marie E.,0,2,,
Meeral,2,0,,
Varsine,2,0,,
Abigayle,2,0,,
Przybychna,0,2,,
Alberte,2,0,,
Tsai-Ling,2,0,,
Birhayat,2,0,,
Rokayah,2,0,,
Anna-Bozhena,2,0,,
Kyuri,2,0,,
Xeniia,2,0,,
Gundina,2,0,,
Thị Ngát,2,0,,
Slavomíra,2,0,,"<b>Sławomira</b> – staropolskie <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie, złożone z członów <i>Sławo-</i> („sława”) i <i>-mira</i> („pokój, spokój, dobro”). Mogło oznaczać „sławiąca pokój”. Notowane w źródłach od <a href=""https://pl.wikipedia.org/wiki/1386"" target=""_blank"" rel=""noopener noreferrer"">1386</a> roku, występujące także w wariantach <i><b>Sławomirz</b></i> (fem.) i <i><b>Sławomirza</b></i>. Przykładowe dawne możliwe zdrobnienia: Sławna, Sławka, Sławnica, Sławocha."
Bhumikaben,2,0,,
Rottem,2,0,,
Nirav,0,2,,
Yuliana Esther,2,0,,
Pengyu,2,0,,
Zeyad,0,2,,
Mónia,2,0,,
Suriia,2,0,,
Jayashri,2,0,,
Żinaida,2,0,,
Thị Yễn,2,0,,
Aysima,2,0,,
Anne-Françoise,2,0,,
Binka,2,0,,"<b>Binka</b> – <a href=""https://pl.wikipedia.org/wiki/Wielka_Brytania"" target=""_blank"" rel=""noopener noreferrer"">brytyjski</a> serial animowany, stworzony przez Rosemary Graham, opowiadający o przygodach kota imieniem <b>Binka</b>. Posiada 26 odcinków. W Polsce dawniej emitowany na kanale <a href=""https://pl.wikipedia.org/wiki/CBeebies"" target=""_blank"" rel=""noopener noreferrer"">CBeebies</a>, między 2 grudnia 2007 roku a 1 grudnia 2010 roku."
Ilif,2,0,,
Sarwar,0,2,,
Raseel,2,0,,
Hulbakhor,2,0,,
Jenny Carolina,2,0,,
Meleknaz,2,0,,
Xiaomiao,2,0,,
Baah,0,2,,
Hygerta,2,0,,
Yashuang,2,0,,
Agneska,2,0,,
Samuels,0,2,,
Benay,2,0,,"<b>Benay</b> – miejscowość i <a href=""https://pl.wikipedia.org/wiki/Gmina_(Francja)"" target=""_blank"" rel=""noopener noreferrer"">gmina</a> we <a href=""https://pl.wikipedia.org/wiki/Francja"" target=""_blank"" rel=""noopener noreferrer"">Francji</a>, w <a href=""https://pl.wikipedia.org/wiki/Region_(Francja)"" target=""_blank"" rel=""noopener noreferrer"">regionie</a> <a href=""https://pl.wikipedia.org/wiki/Hauts-de-France"" target=""_blank"" rel=""noopener noreferrer"">Hauts-de-France</a>, w <a href=""https://pl.wikipedia.org/wiki/Departament_(Francja)"" target=""_blank"" rel=""noopener noreferrer"">departamencie</a> <a href=""https://pl.wikipedia.org/wiki/Aisne_(departament)"" target=""_blank"" rel=""noopener noreferrer"">Aisne</a>."
Bokyeong,2,0,,
Dzhanna,2,0,,
Haylie,2,0,,
Mehari,0,2,,
Noemin,2,0,,
Lailo,2,0,,
Uyen Nhu,2,0,,
Cristina Maria,2,0,,
Ceinwen,2,0,,
Dien,2,0,,"<b>Dieny</b> – grupa <a href=""https://pl.wikipedia.org/wiki/Zwi%C4%85zki_organiczne"" target=""_blank"" rel=""noopener noreferrer"">organicznych związków chemicznych</a>, <a href=""https://pl.wikipedia.org/wiki/W%C4%99glowodory_nienasycone"" target=""_blank"" rel=""noopener noreferrer"">węglowodory nienasycone</a>, w których występują dwa <a href=""https://pl.wikipedia.org/wiki/Wi%C4%85zanie_wielokrotne"" target=""_blank"" rel=""noopener noreferrer"">wiązania podwójne</a> między atomami <a href=""https://pl.wikipedia.org/wiki/W%C4%99giel_(pierwiastek)"" target=""_blank"" rel=""noopener noreferrer"">węgla</a>. Ogólny wzór dienów otwarto-łańcuchowych to CnH2n-2, zaś dienów cyklicznych to CnH2n-4."
Thị Thắng,2,0,,
Zerda,2,0,,
Thy,0,2,,Zobacz też:
Thị Hồng Ngọc,2,0,,
Besma,2,0,,
Buyannemekh,2,0,,
Rarisa,2,0,,
Tanzil,2,0,,
Warunee,2,0,,
Lefka,2,0,,"<b>Lefka</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_grecki"" target=""_blank"" rel=""noopener noreferrer"">gr.</a> Λεύκα, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_turecki"" target=""_blank"" rel=""noopener noreferrer"">tur.</a> Lefke) – miasto w <a href=""https://pl.wikipedia.org/wiki/Cypr_P%C3%B3%C5%82nocny"" target=""_blank"" rel=""noopener noreferrer"">Tureckiej Republice Cypru Północnego</a> / <a href=""https://pl.wikipedia.org/wiki/Cypr"" target=""_blank"" rel=""noopener noreferrer"">Republice Cypryjskiej</a>. Stolica <a href=""https://pl.wikipedia.org/wiki/Dystrykt_Lefke"" target=""_blank"" rel=""noopener noreferrer"">dystryktu Lefke</a>. Liczy 8 300 mieszkańców (<a href=""https://pl.wikipedia.org/wiki/2006"" target=""_blank"" rel=""noopener noreferrer"">2006</a>). Ośrodek przemysłu spożywczego."
Nafula,0,2,,"<b>Wapula</b> – w tradycji <a href=""https://pl.wikipedia.org/wiki/Okultyzm"" target=""_blank"" rel=""noopener noreferrer"">okultystycznej</a>, sześćdziesiąty <a href=""https://pl.wikipedia.org/wiki/Duch_(spirytyzm)"" target=""_blank"" rel=""noopener noreferrer"">duch</a> <i><a href=""https://pl.wikipedia.org/wiki/Goecja"" target=""_blank"" rel=""noopener noreferrer"">Goecji</a></i>. Znany również pod imionami <b>Vapula</b>, <b>Naphula</b> i <b>Nafula</b>. By go przywołać i podporządkować, potrzebna jest jego <a href=""https://pl.wikipedia.org/wiki/Sigil"" target=""_blank"" rel=""noopener noreferrer"">pieczęć</a>, która według <i>Goecji</i> powinna być zrobiona z <a href=""https://pl.wikipedia.org/wiki/Mied%C5%BA"" target=""_blank"" rel=""noopener noreferrer"">miedzi</a>."
Svovudottir,0,2,,
Imanuella,2,0,,
Tovuz,2,0,,"<b>Tovuz</b> – <a href=""https://pl.wikipedia.org/wiki/Miasto"" target=""_blank"" rel=""noopener noreferrer"">miasto</a> w <a href=""https://pl.wikipedia.org/wiki/Zach%C3%B3d"" target=""_blank"" rel=""noopener noreferrer"">zachodnim</a> <a href=""https://pl.wikipedia.org/wiki/Azerbejd%C5%BCan"" target=""_blank"" rel=""noopener noreferrer"">Azerbejdżanie</a>, <a href=""https://pl.wikipedia.org/wiki/Stolica"" target=""_blank"" rel=""noopener noreferrer"">stolica</a> <a href=""https://pl.wikipedia.org/wiki/Rejon_Tovuz"" target=""_blank"" rel=""noopener noreferrer"">rejonu Tovuz</a>. Populacja wynosi 14,3 tys. (2022)."
Vajana,0,2,,
Maëlie,2,0,,
Anyi Tatiana,2,0,,
Iremsu,2,0,,
Myléne,2,0,,
Keza,2,0,,
Asmaya,2,0,,
Amadou,0,2,,
Kaïa,2,0,,
Marmar,2,0,,
Gurung,2,0,,"<b>Gurungowie</b> – <a href=""https://pl.wikipedia.org/wiki/Grupa_etniczna"" target=""_blank"" rel=""noopener noreferrer"">grupa etniczna</a> w środkowej części <a href=""https://pl.wikipedia.org/wiki/Nepal"" target=""_blank"" rel=""noopener noreferrer"">Nepalu</a>. Zamieszkują głównie tereny w okolicach <a href=""https://pl.wikipedia.org/wiki/Annapurna"" target=""_blank"" rel=""noopener noreferrer"">Annapurny</a> i miasta <a href=""https://pl.wikipedia.org/wiki/Pokhara"" target=""_blank"" rel=""noopener noreferrer"">Pokhara</a>. Ich liczba wynosi prawie 700 tysięcy, z czego połowa posługuje się językiem gurung. Posiadają bogate tradycje muzyczne. Nagrali filmy dokumentujące tradycyjne tańce. Tradycyjnie zajmują się głównie wysokogórskim pasterstwem, wielu służyło w przeszłości w brytyjskich oddziałach <a href=""https://pl.wikipedia.org/wiki/Gurkha"" target=""_blank"" rel=""noopener noreferrer"">Gurkhów</a>."
Jinsoon,2,0,,
Nunuka,2,0,,
Yeimy Paola,2,0,,
Margerethe,0,2,,
Vitaliana,2,0,,"<b>Pierwiośnik</b> (<i>Vitaliana</i>) – <a href=""https://pl.wikipedia.org/wiki/Rodzaj_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodzaj</a> roślin należący do rodziny <a href=""https://pl.wikipedia.org/wiki/Pierwiosnkowate"" target=""_blank"" rel=""noopener noreferrer"">pierwiosnkowatych</a>."
Magdaliena,2,0,,
Mohamed Ibrahim,0,2,,
Jency,2,0,,"<b>Jency</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_bia%C5%82oruski"" target=""_blank"" rel=""noopener noreferrer"">biał.</a>&#160;Енцы; <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_rosyjski"" target=""_blank"" rel=""noopener noreferrer"">ros.</a>&#160;Енцы, <i>Jency</i>; pol. hist. <b>Jence</b>) – wieś na <a href=""https://pl.wikipedia.org/wiki/Bia%C5%82oru%C5%9B"" target=""_blank"" rel=""noopener noreferrer"">Białorusi</a>, w <a href=""https://pl.wikipedia.org/wiki/Obw%C3%B3d_homelski"" target=""_blank"" rel=""noopener noreferrer"">obwodzie homelskim</a>, w <a href=""https://pl.wikipedia.org/wiki/Rejon_korma%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">rejonie kormańskim</a>, w <a href=""https://pl.wikipedia.org/wiki/Sielsowiet_Wornauka"" target=""_blank"" rel=""noopener noreferrer"">sielsowiecie Wornauka</a>."
Yến Nhi,2,0,,
Lady Viviana,2,0,,
Jingyeong,2,0,,
Sofiia-Melaniia,2,0,,
Desna,2,0,,Zobacz też:
Malanka,2,0,,
Kelly Paola,2,0,,
Ritej,2,0,,
Chimene,2,0,,
Ni Luh Ayu,2,0,,
Blagoeva,0,2,,
Yuen,2,0,,
Berçin,2,0,,
Ngoc Tram,2,0,,
Yanay,2,0,,
Oryska,0,2,,
Evelina-Anna,2,0,,
Aimeerim,2,0,,
Wen Wen,2,0,,
Mian,2,0,,
Daryslava,2,0,,
Diana Mercedes,2,0,,
Adelisa,2,0,francuskie,"<b>Adelisa</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_francuski"" target=""_blank"" rel=""noopener noreferrer"">francuskiego</a>. Powstało na skutek <a href=""https://pl.wikipedia.org/wiki/Kontaminacja_(j%C4%99zykoznawstwo)"" target=""_blank"" rel=""noopener noreferrer"">kontaminacji</a> imion <a href=""https://pl.wikipedia.org/wiki/Adela"" target=""_blank"" rel=""noopener noreferrer"">Adela</a> i Lisa. Można je spotkać także w formach Adalicia, Adaliz i Adeliza."
Merlis Del Carmen,2,0,,
Shamma,2,0,,
Bakhtigul,2,0,,
Jennifer Patricia,2,0,,
Aleyah,2,0,,
Anna Elizabeth,0,2,,
Andrei,2,0,,
Hsiu,2,0,,
Novie,2,0,,
Floryna,2,0,lacinskie,"<b>Floryna</b> — <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia łacińskiego, pierwotnie <a href=""https://pl.wikipedia.org/wiki/Nazwisko#Przydomek_(cognomen)"" target=""_blank"" rel=""noopener noreferrer"">łaciński przydomek</a> pochodzący od imienia <i>Florus</i> („kwitnący”) i oznaczający „pochodząca od <i>Florusa</i>, córka <i>Florusa”</i>. Patronką imienia jest św. Floryna z Brioud (<a href=""https://pl.wikipedia.org/wiki/Owernia"" target=""_blank"" rel=""noopener noreferrer"">Owernia</a>). Męski odpowiednik: <a href=""https://pl.wikipedia.org/wiki/Floryn"" target=""_blank"" rel=""noopener noreferrer"">Floryn</a>."
Zyinat,2,0,,
Tanith,2,0,,
Aayushma,2,0,,
Temi,2,0,,
Karen Milena,2,0,,
Öyküm,2,0,,
Savelina,2,0,,
Rozhan,2,0,,
Yi-Hsin,2,0,,
Pujitha,2,0,,
Tua,2,0,,"41°30′23,4″N&#160;7°11′54,7″W/41,506500&#160;&#45;7,198528"
Upel,2,0,,
Yesi,2,0,,
Setora,0,2,,
Isma,2,0,,
Jeanly,2,0,,
Gazala,2,0,,"<b>Ajn al-Ghazala</b> (<b>Ain el Gazala</b>, <b>Gazala</b>, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_arabski"" target=""_blank"" rel=""noopener noreferrer"">arab.</a> عين الغزالة) – miejscowość w północno-wschodniej <a href=""https://pl.wikipedia.org/wiki/Libia"" target=""_blank"" rel=""noopener noreferrer"">Libii</a>, położona nad brzegiem <a href=""https://pl.wikipedia.org/wiki/Morze_%C5%9Ar%C3%B3dziemne"" target=""_blank"" rel=""noopener noreferrer"">Morza Śródziemnego</a>, ok. 60&#160;km na zachód od <a href=""https://pl.wikipedia.org/wiki/Tobruk"" target=""_blank"" rel=""noopener noreferrer"">Tobruku</a>."
Dylana,2,0,,
Thúy Hạnh,2,0,,
Zhihui,2,0,,
Onuma,2,0,,
Helmy,0,2,,
Ecren,0,2,,
Anuka,2,0,,
Adana,2,0,,"<b>Adana</b> – miasto w <a href=""https://pl.wikipedia.org/wiki/Azja"" target=""_blank"" rel=""noopener noreferrer"">Azji</a>, w południowej <a href=""https://pl.wikipedia.org/wiki/Turcja"" target=""_blank"" rel=""noopener noreferrer"">Turcji</a> nad rzeką <a href=""https://pl.wikipedia.org/wiki/Seyhan"" target=""_blank"" rel=""noopener noreferrer"">Seyhan</a>, ośrodek administracyjny <a href=""https://pl.wikipedia.org/wiki/Adana_(prowincja)"" target=""_blank"" rel=""noopener noreferrer"">ilu Adana</a>."
Jaweria,2,0,,
Meriyem,2,0,,
Lelde,2,0,,
Majesty,0,2,,"<b>Majesty</b> to zespół muzyczny z <a href=""https://pl.wikipedia.org/wiki/Niemcy"" target=""_blank"" rel=""noopener noreferrer"">Niemiec</a> grający <a href=""https://pl.wikipedia.org/wiki/Heavy_metal"" target=""_blank"" rel=""noopener noreferrer"">heavy</a>/<a href=""https://pl.wikipedia.org/wiki/Power_metal"" target=""_blank"" rel=""noopener noreferrer"">power metal</a>, założony w <a href=""https://pl.wikipedia.org/wiki/1997"" target=""_blank"" rel=""noopener noreferrer"">1997</a>. Do lipca <a href=""https://pl.wikipedia.org/wiki/2008"" target=""_blank"" rel=""noopener noreferrer"">2008</a> występował pod nową nazwą Metalforce. W 2011 roku ogłosił powrót do nazwy <b>Majesty</b>."
Zorie,2,0,,
Angie Yulieth,2,0,,
Piusa,0,2,,"57°40′32,6″N&#160;27°04′50,7″E/57,675719&#160;27,080750"
Taita,2,0,,
Si̇mal,2,0,,
Sofiane,2,0,,
Kelly Tatiana,2,0,,
Sulgun,2,0,,
Funmi,0,2,,
Rekik,2,0,,
Mivida,0,2,,
Kirina,2,0,,
Maria Romana,0,2,,
Daniela-Andreea,2,0,,
Bernandyna,2,0,,
Wasanthi,2,0,,
Shokhrat,2,0,,
Alphaxard,0,2,,
Wasilo,2,0,,
Lubou,2,0,,
Nnedinma,2,0,,
Yuiia,2,0,,
Ashwaq,2,0,,
Bassam,0,2,,
Hanana,2,0,,
Jingqi,2,0,,
Fenella,2,0,,
Feixia,2,0,,
Sullivan,0,2,,"Miejscowości w <a href=""https://pl.wikipedia.org/wiki/Stany_Zjednoczone"" target=""_blank"" rel=""noopener noreferrer"">USA</a>:"
Gesica,2,0,,
Tully,2,0,,Miejscowości:
Aida Luz,2,0,,
Fitia,2,0,,
Chunfang,2,0,,
Eriikka,0,2,,
Luz Stella,2,0,,
Sabiana,2,0,,
Thaneesha,2,0,,
Marylou,2,0,,3 maja 2013 (<i>Marylou</i>)4 lutego 2014 (<i>Marylou Two</i>)
Georgios,2,0,,
Lanhua,2,0,,
Stojana,2,0,,
Bejta,2,0,,
Havanna,2,0,,
Chun Mi,2,0,,
Ginda,2,0,,"<b>Ghinda</b> albo <b>Ginda</b> – <a href=""https://pl.wikipedia.org/wiki/Miasto"" target=""_blank"" rel=""noopener noreferrer"">miasto</a> w środkowej <a href=""https://pl.wikipedia.org/wiki/Erytrea"" target=""_blank"" rel=""noopener noreferrer"">Erytrei</a>, w <a href=""https://pl.wikipedia.org/wiki/Region_P%C3%B3%C5%82nocny_Morza_Czerwonego"" target=""_blank"" rel=""noopener noreferrer"">Regionie Północnym Morza Czerwonego</a>; 11 900 mieszkańców (<a href=""https://pl.wikipedia.org/wiki/2006"" target=""_blank"" rel=""noopener noreferrer"">2006</a>). Ośrodek przemysłowy."
